location,horizon,reference_date,target_end_date,target,output_type,output_type_id,value,model
ab,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
ab,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.25,1,AI4Casting_Hub-Quantile_Baseline
ab,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.5,1,AI4Casting_Hub-Quantile_Baseline
ab,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.75,2,AI4Casting_Hub-Quantile_Baseline
ab,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.9,4,AI4Casting_Hub-Quantile_Baseline
ab,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.975,7,AI4Casting_Hub-Quantile_Baseline
ab,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
ab,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
ab,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-Quantile_Baseline
ab,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.5,1,AI4Casting_Hub-Quantile_Baseline
ab,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.75,3,AI4Casting_Hub-Quantile_Baseline
ab,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.9,5,AI4Casting_Hub-Quantile_Baseline
ab,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.975,8,AI4Casting_Hub-Quantile_Baseline
ab,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
ab,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
ab,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-Quantile_Baseline
ab,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.5,1,AI4Casting_Hub-Quantile_Baseline
ab,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.75,3,AI4Casting_Hub-Quantile_Baseline
ab,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.9,5,AI4Casting_Hub-Quantile_Baseline
ab,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.975,9,AI4Casting_Hub-Quantile_Baseline
atlantic,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
atlantic,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
atlantic,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-Quantile_Baseline
atlantic,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.5,1,AI4Casting_Hub-Quantile_Baseline
atlantic,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.75,1,AI4Casting_Hub-Quantile_Baseline
atlantic,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.9,2,AI4Casting_Hub-Quantile_Baseline
atlantic,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.975,3,AI4Casting_Hub-Quantile_Baseline
atlantic,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
atlantic,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
atlantic,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-Quantile_Baseline
atlantic,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.5,1,AI4Casting_Hub-Quantile_Baseline
atlantic,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.75,2,AI4Casting_Hub-Quantile_Baseline
atlantic,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.9,3,AI4Casting_Hub-Quantile_Baseline
atlantic,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.975,5,AI4Casting_Hub-Quantile_Baseline
atlantic,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
atlantic,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
atlantic,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-Quantile_Baseline
atlantic,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.5,1,AI4Casting_Hub-Quantile_Baseline
atlantic,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.75,2,AI4Casting_Hub-Quantile_Baseline
atlantic,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.9,3,AI4Casting_Hub-Quantile_Baseline
atlantic,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.975,6,AI4Casting_Hub-Quantile_Baseline
atlantic,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
atlantic,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
atlantic,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-Quantile_Baseline
atlantic,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.5,1,AI4Casting_Hub-Quantile_Baseline
atlantic,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.75,2,AI4Casting_Hub-Quantile_Baseline
atlantic,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.9,4,AI4Casting_Hub-Quantile_Baseline
atlantic,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.975,6,AI4Casting_Hub-Quantile_Baseline
bc,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
bc,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.1,1,AI4Casting_Hub-Quantile_Baseline
bc,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.25,1,AI4Casting_Hub-Quantile_Baseline
bc,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.5,2,AI4Casting_Hub-Quantile_Baseline
bc,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.75,3,AI4Casting_Hub-Quantile_Baseline
bc,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.9,3,AI4Casting_Hub-Quantile_Baseline
bc,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.975,5,AI4Casting_Hub-Quantile_Baseline
bc,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
bc,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
bc,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.25,1,AI4Casting_Hub-Quantile_Baseline
bc,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.5,2,AI4Casting_Hub-Quantile_Baseline
bc,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.75,3,AI4Casting_Hub-Quantile_Baseline
bc,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.9,4,AI4Casting_Hub-Quantile_Baseline
bc,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.975,5,AI4Casting_Hub-Quantile_Baseline
bc,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
bc,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
bc,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.25,1,AI4Casting_Hub-Quantile_Baseline
bc,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.5,2,AI4Casting_Hub-Quantile_Baseline
bc,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.75,3,AI4Casting_Hub-Quantile_Baseline
bc,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.9,4,AI4Casting_Hub-Quantile_Baseline
bc,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.975,6,AI4Casting_Hub-Quantile_Baseline
bc,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
bc,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
bc,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.25,1,AI4Casting_Hub-Quantile_Baseline
bc,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.5,2,AI4Casting_Hub-Quantile_Baseline
bc,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.75,3,AI4Casting_Hub-Quantile_Baseline
bc,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.9,5,AI4Casting_Hub-Quantile_Baseline
bc,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.975,6,AI4Casting_Hub-Quantile_Baseline
ca,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
ca,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
ca,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-Quantile_Baseline
ca,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.5,1,AI4Casting_Hub-Quantile_Baseline
ca,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.75,2,AI4Casting_Hub-Quantile_Baseline
ca,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.9,2,AI4Casting_Hub-Quantile_Baseline
ca,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.975,3,AI4Casting_Hub-Quantile_Baseline
ca,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
ca,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
ca,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-Quantile_Baseline
ca,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.5,1,AI4Casting_Hub-Quantile_Baseline
ca,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.75,2,AI4Casting_Hub-Quantile_Baseline
ca,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.9,3,AI4Casting_Hub-Quantile_Baseline
ca,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.975,3,AI4Casting_Hub-Quantile_Baseline
ca,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
ca,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
ca,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-Quantile_Baseline
ca,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.5,1,AI4Casting_Hub-Quantile_Baseline
ca,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.75,2,AI4Casting_Hub-Quantile_Baseline
ca,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.9,3,AI4Casting_Hub-Quantile_Baseline
ca,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.975,4,AI4Casting_Hub-Quantile_Baseline
ca,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
ca,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
ca,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-Quantile_Baseline
ca,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.5,1,AI4Casting_Hub-Quantile_Baseline
ca,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.75,2,AI4Casting_Hub-Quantile_Baseline
ca,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.9,3,AI4Casting_Hub-Quantile_Baseline
ca,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.975,4,AI4Casting_Hub-Quantile_Baseline
mb,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
mb,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
mb,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-Quantile_Baseline
mb,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.5,0,AI4Casting_Hub-Quantile_Baseline
mb,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.75,1,AI4Casting_Hub-Quantile_Baseline
mb,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.9,2,AI4Casting_Hub-Quantile_Baseline
mb,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.975,3,AI4Casting_Hub-Quantile_Baseline
mb,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
mb,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
mb,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-Quantile_Baseline
mb,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.5,0,AI4Casting_Hub-Quantile_Baseline
mb,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.75,1,AI4Casting_Hub-Quantile_Baseline
mb,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.9,2,AI4Casting_Hub-Quantile_Baseline
mb,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.975,5,AI4Casting_Hub-Quantile_Baseline
mb,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
mb,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
mb,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-Quantile_Baseline
mb,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.5,0,AI4Casting_Hub-Quantile_Baseline
mb,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.75,1,AI4Casting_Hub-Quantile_Baseline
mb,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.9,3,AI4Casting_Hub-Quantile_Baseline
mb,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.975,6,AI4Casting_Hub-Quantile_Baseline
mb,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
mb,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
mb,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-Quantile_Baseline
mb,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.5,0,AI4Casting_Hub-Quantile_Baseline
mb,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.75,2,AI4Casting_Hub-Quantile_Baseline
mb,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.9,3,AI4Casting_Hub-Quantile_Baseline
mb,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.975,7,AI4Casting_Hub-Quantile_Baseline
nb,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
nb,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
nb,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-Quantile_Baseline
nb,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.5,0,AI4Casting_Hub-Quantile_Baseline
nb,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.75,1,AI4Casting_Hub-Quantile_Baseline
nb,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.9,3,AI4Casting_Hub-Quantile_Baseline
nb,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.975,6,AI4Casting_Hub-Quantile_Baseline
nb,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
nb,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
nb,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-Quantile_Baseline
nb,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.5,0,AI4Casting_Hub-Quantile_Baseline
nb,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.75,2,AI4Casting_Hub-Quantile_Baseline
nb,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.9,4,AI4Casting_Hub-Quantile_Baseline
nb,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.975,9,AI4Casting_Hub-Quantile_Baseline
nb,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
nb,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
nb,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-Quantile_Baseline
nb,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.5,0,AI4Casting_Hub-Quantile_Baseline
nb,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.75,3,AI4Casting_Hub-Quantile_Baseline
nb,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.9,5,AI4Casting_Hub-Quantile_Baseline
nb,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.975,9,AI4Casting_Hub-Quantile_Baseline
nb,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
nb,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
nb,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-Quantile_Baseline
nb,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.5,0,AI4Casting_Hub-Quantile_Baseline
nb,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.75,3,AI4Casting_Hub-Quantile_Baseline
nb,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.9,6,AI4Casting_Hub-Quantile_Baseline
nb,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.975,10,AI4Casting_Hub-Quantile_Baseline
nl,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
nl,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
nl,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-Quantile_Baseline
nl,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.5,1,AI4Casting_Hub-Quantile_Baseline
nl,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.75,2,AI4Casting_Hub-Quantile_Baseline
nl,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.9,3,AI4Casting_Hub-Quantile_Baseline
nl,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.975,7,AI4Casting_Hub-Quantile_Baseline
nl,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
nl,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
nl,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-Quantile_Baseline
nl,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.5,1,AI4Casting_Hub-Quantile_Baseline
nl,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.75,3,AI4Casting_Hub-Quantile_Baseline
nl,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.9,5,AI4Casting_Hub-Quantile_Baseline
nl,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.975,9,AI4Casting_Hub-Quantile_Baseline
nl,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
nl,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
nl,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-Quantile_Baseline
nl,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.5,1,AI4Casting_Hub-Quantile_Baseline
nl,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.75,3,AI4Casting_Hub-Quantile_Baseline
nl,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.9,6,AI4Casting_Hub-Quantile_Baseline
nl,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.975,10,AI4Casting_Hub-Quantile_Baseline
nl,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
nl,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
nl,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-Quantile_Baseline
nl,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.5,1,AI4Casting_Hub-Quantile_Baseline
nl,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.75,4,AI4Casting_Hub-Quantile_Baseline
nl,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.9,7,AI4Casting_Hub-Quantile_Baseline
nl,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.975,11,AI4Casting_Hub-Quantile_Baseline
ns,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
ns,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
ns,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-Quantile_Baseline
ns,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.5,1,AI4Casting_Hub-Quantile_Baseline
ns,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.75,1,AI4Casting_Hub-Quantile_Baseline
ns,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.9,2,AI4Casting_Hub-Quantile_Baseline
ns,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.975,5,AI4Casting_Hub-Quantile_Baseline
ns,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
ns,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
ns,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-Quantile_Baseline
ns,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.5,1,AI4Casting_Hub-Quantile_Baseline
ns,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.75,2,AI4Casting_Hub-Quantile_Baseline
ns,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.9,4,AI4Casting_Hub-Quantile_Baseline
ns,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.975,6,AI4Casting_Hub-Quantile_Baseline
ns,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
ns,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
ns,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-Quantile_Baseline
ns,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.5,1,AI4Casting_Hub-Quantile_Baseline
ns,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.75,2,AI4Casting_Hub-Quantile_Baseline
ns,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.9,4,AI4Casting_Hub-Quantile_Baseline
ns,2,2025-11-22,2025-12-06,pct wk rsv lab det,quantile,0.975,7,AI4Casting_Hub-Quantile_Baseline
ns,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
ns,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
ns,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-Quantile_Baseline
ns,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.5,1,AI4Casting_Hub-Quantile_Baseline
ns,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.75,3,AI4Casting_Hub-Quantile_Baseline
ns,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.9,5,AI4Casting_Hub-Quantile_Baseline
ns,3,2025-11-22,2025-12-13,pct wk rsv lab det,quantile,0.975,8,AI4Casting_Hub-Quantile_Baseline
nt,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
nt,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
nt,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-Quantile_Baseline
nt,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.5,0,AI4Casting_Hub-Quantile_Baseline
nt,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.75,0,AI4Casting_Hub-Quantile_Baseline
nt,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.9,3,AI4Casting_Hub-Quantile_Baseline
nt,0,2025-11-22,2025-11-22,pct wk rsv lab det,quantile,0.975,11,AI4Casting_Hub-Quantile_Baseline
nt,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
nt,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
nt,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.25,0,AI4Casting_Hub-Quantile_Baseline
nt,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.5,0,AI4Casting_Hub-Quantile_Baseline
nt,1,2025-11-22,2025-11-29,pct wk rsv lab det,quantile,0.75,1,AI4Casting_Hub-Quantile_Baseline
