"location","target_end_date","output_type_id","value","reference_date","target","horizon","output_type"
"pe",2026-01-24,"0.025",0,2026-01-10,"pct wk covid lab det",2,"quantile"
"pe",2026-01-24,"0.1",1,2026-01-10,"pct wk covid lab det",2,"quantile"
"pe",2026-01-24,"0.25",2,2026-01-10,"pct wk covid lab det",2,"quantile"
"pe",2026-01-24,"0.5",5,2026-01-10,"pct wk covid lab det",2,"quantile"
"pe",2026-01-24,"0.75",7,2026-01-10,"pct wk covid lab det",2,"quantile"
"pe",2026-01-24,"0.9",9,2026-01-10,"pct wk covid lab det",2,"quantile"
"pe",2026-01-24,"0.975",12,2026-01-10,"pct wk covid lab det",2,"quantile"
"prairies",2026-01-24,"0.025",0,2026-01-10,"pct wk covid lab det",2,"quantile"
"prairies",2026-01-24,"0.1",0,2026-01-10,"pct wk covid lab det",2,"quantile"
"prairies",2026-01-24,"0.25",2,2026-01-10,"pct wk covid lab det",2,"quantile"
"prairies",2026-01-24,"0.5",4,2026-01-10,"pct wk covid lab det",2,"quantile"
"prairies",2026-01-24,"0.75",6,2026-01-10,"pct wk covid lab det",2,"quantile"
"prairies",2026-01-24,"0.9",8,2026-01-10,"pct wk covid lab det",2,"quantile"
"prairies",2026-01-24,"0.975",12,2026-01-10,"pct wk covid lab det",2,"quantile"
"qc",2026-01-24,"0.025",0,2026-01-10,"pct wk covid lab det",2,"quantile"
"qc",2026-01-24,"0.1",2,2026-01-10,"pct wk covid lab det",2,"quantile"
"qc",2026-01-24,"0.25",4,2026-01-10,"pct wk covid lab det",2,"quantile"
"qc",2026-01-24,"0.5",6,2026-01-10,"pct wk covid lab det",2,"quantile"
"qc",2026-01-24,"0.75",8,2026-01-10,"pct wk covid lab det",2,"quantile"
"qc",2026-01-24,"0.9",10,2026-01-10,"pct wk covid lab det",2,"quantile"
"qc",2026-01-24,"0.975",14,2026-01-10,"pct wk covid lab det",2,"quantile"
"sk",2026-01-24,"0.025",0,2026-01-10,"pct wk covid lab det",2,"quantile"
"sk",2026-01-24,"0.1",1,2026-01-10,"pct wk covid lab det",2,"quantile"
"sk",2026-01-24,"0.25",3,2026-01-10,"pct wk covid lab det",2,"quantile"
"sk",2026-01-24,"0.5",5,2026-01-10,"pct wk covid lab det",2,"quantile"
"sk",2026-01-24,"0.75",7,2026-01-10,"pct wk covid lab det",2,"quantile"
"sk",2026-01-24,"0.9",9,2026-01-10,"pct wk covid lab det",2,"quantile"
"sk",2026-01-24,"0.975",13,2026-01-10,"pct wk covid lab det",2,"quantile"
"territories",2026-01-24,"0.025",0,2026-01-10,"pct wk covid lab det",2,"quantile"
"territories",2026-01-24,"0.1",0,2026-01-10,"pct wk covid lab det",2,"quantile"
"territories",2026-01-24,"0.25",1,2026-01-10,"pct wk covid lab det",2,"quantile"
"territories",2026-01-24,"0.5",3,2026-01-10,"pct wk covid lab det",2,"quantile"
"territories",2026-01-24,"0.75",5,2026-01-10,"pct wk covid lab det",2,"quantile"
"territories",2026-01-24,"0.9",7,2026-01-10,"pct wk covid lab det",2,"quantile"
"territories",2026-01-24,"0.975",11,2026-01-10,"pct wk covid lab det",2,"quantile"
"yt",2026-01-24,"0.025",0,2026-01-10,"pct wk covid lab det",2,"quantile"
"yt",2026-01-24,"0.1",0,2026-01-10,"pct wk covid lab det",2,"quantile"
"yt",2026-01-24,"0.25",0,2026-01-10,"pct wk covid lab det",2,"quantile"
"yt",2026-01-24,"0.5",0,2026-01-10,"pct wk covid lab det",2,"quantile"
"yt",2026-01-24,"0.75",2,2026-01-10,"pct wk covid lab det",2,"quantile"
"yt",2026-01-24,"0.9",4,2026-01-10,"pct wk covid lab det",2,"quantile"
"yt",2026-01-24,"0.975",8,2026-01-10,"pct wk covid lab det",2,"quantile"
"ab",2026-01-31,"0.025",0,2026-01-10,"pct wk covid lab det",3,"quantile"
"ab",2026-01-31,"0.1",0,2026-01-10,"pct wk covid lab det",3,"quantile"
"ab",2026-01-31,"0.25",2,2026-01-10,"pct wk covid lab det",3,"quantile"
"ab",2026-01-31,"0.5",4,2026-01-10,"pct wk covid lab det",3,"quantile"
"ab",2026-01-31,"0.75",7,2026-01-10,"pct wk covid lab det",3,"quantile"
"ab",2026-01-31,"0.9",9,2026-01-10,"pct wk covid lab det",3,"quantile"
"ab",2026-01-31,"0.975",13,2026-01-10,"pct wk covid lab det",3,"quantile"
"atlantic",2026-01-31,"0.025",0,2026-01-10,"pct wk covid lab det",3,"quantile"
"atlantic",2026-01-31,"0.1",3,2026-01-10,"pct wk covid lab det",3,"quantile"
"atlantic",2026-01-31,"0.25",6,2026-01-10,"pct wk covid lab det",3,"quantile"
"atlantic",2026-01-31,"0.5",8,2026-01-10,"pct wk covid lab det",3,"quantile"
"atlantic",2026-01-31,"0.75",10,2026-01-10,"pct wk covid lab det",3,"quantile"
"atlantic",2026-01-31,"0.9",13,2026-01-10,"pct wk covid lab det",3,"quantile"
"atlantic",2026-01-31,"0.975",16,2026-01-10,"pct wk covid lab det",3,"quantile"
"bc",2026-01-31,"0.025",0,2026-01-10,"pct wk covid lab det",3,"quantile"
"bc",2026-01-31,"0.1",0,2026-01-10,"pct wk covid lab det",3,"quantile"
"bc",2026-01-31,"0.25",0,2026-01-10,"pct wk covid lab det",3,"quantile"
"bc",2026-01-31,"0.5",3,2026-01-10,"pct wk covid lab det",3,"quantile"
"bc",2026-01-31,"0.75",5,2026-01-10,"pct wk covid lab det",3,"quantile"
"bc",2026-01-31,"0.9",8,2026-01-10,"pct wk covid lab det",3,"quantile"
"bc",2026-01-31,"0.975",11,2026-01-10,"pct wk covid lab det",3,"quantile"
"ca",2026-01-31,"0.025",0,2026-01-10,"pct wk covid lab det",3,"quantile"
"ca",2026-01-31,"0.1",1,2026-01-10,"pct wk covid lab det",3,"quantile"
"ca",2026-01-31,"0.25",3,2026-01-10,"pct wk covid lab det",3,"quantile"
"ca",2026-01-31,"0.5",5,2026-01-10,"pct wk covid lab det",3,"quantile"
"ca",2026-01-31,"0.75",8,2026-01-10,"pct wk covid lab det",3,"quantile"
"ca",2026-01-31,"0.9",10,2026-01-10,"pct wk covid lab det",3,"quantile"
"ca",2026-01-31,"0.975",14,2026-01-10,"pct wk covid lab det",3,"quantile"
"mb",2026-01-31,"0.025",0,2026-01-10,"pct wk covid lab det",3,"quantile"
"mb",2026-01-31,"0.1",0,2026-01-10,"pct wk covid lab det",3,"quantile"
"mb",2026-01-31,"0.25",2,2026-01-10,"pct wk covid lab det",3,"quantile"
"mb",2026-01-31,"0.5",4,2026-01-10,"pct wk covid lab det",3,"quantile"
"mb",2026-01-31,"0.75",7,2026-01-10,"pct wk covid lab det",3,"quantile"
"mb",2026-01-31,"0.9",9,2026-01-10,"pct wk covid lab det",3,"quantile"
"mb",2026-01-31,"0.975",13,2026-01-10,"pct wk covid lab det",3,"quantile"
"nb",2026-01-31,"0.025",0,2026-01-10,"pct wk covid lab det",3,"quantile"
"nb",2026-01-31,"0.1",4,2026-01-10,"pct wk covid lab det",3,"quantile"
"nb",2026-01-31,"0.25",6,2026-01-10,"pct wk covid lab det",3,"quantile"
"nb",2026-01-31,"0.5",8,2026-01-10,"pct wk covid lab det",3,"quantile"
"nb",2026-01-31,"0.75",11,2026-01-10,"pct wk covid lab det",3,"quantile"
"nb",2026-01-31,"0.9",13,2026-01-10,"pct wk covid lab det",3,"quantile"
"nb",2026-01-31,"0.975",17,2026-01-10,"pct wk covid lab det",3,"quantile"
"nl",2026-01-31,"0.025",0,2026-01-10,"pct wk covid lab det",3,"quantile"
"nl",2026-01-31,"0.1",2,2026-01-10,"pct wk covid lab det",3,"quantile"
"nl",2026-01-31,"0.25",4,2026-01-10,"pct wk covid lab det",3,"quantile"
"nl",2026-01-31,"0.5",6,2026-01-10,"pct wk covid lab det",3,"quantile"
"nl",2026-01-31,"0.75",9,2026-01-10,"pct wk covid lab det",3,"quantile"
"nl",2026-01-31,"0.9",11,2026-01-10,"pct wk covid lab det",3,"quantile"
"nl",2026-01-31,"0.975",15,2026-01-10,"pct wk covid lab det",3,"quantile"
"ns",2026-01-31,"0.025",0,2026-01-10,"pct wk covid lab det",3,"quantile"
"ns",2026-01-31,"0.1",4,2026-01-10,"pct wk covid lab det",3,"quantile"
"ns",2026-01-31,"0.25",6,2026-01-10,"pct wk covid lab det",3,"quantile"
"ns",2026-01-31,"0.5",9,2026-01-10,"pct wk covid lab det",3,"quantile"
"ns",2026-01-31,"0.75",11,2026-01-10,"pct wk covid lab det",3,"quantile"
"ns",2026-01-31,"0.9",13,2026-01-10,"pct wk covid lab det",3,"quantile"
"ns",2026-01-31,"0.975",17,2026-01-10,"pct wk covid lab det",3,"quantile"
"nt",2026-01-31,"0.025",0,2026-01-10,"pct wk covid lab det",3,"quantile"
"nt",2026-01-31,"0.1",2,2026-01-10,"pct wk covid lab det",3,"quantile"
"nt",2026-01-31,"0.25",4,2026-01-10,"pct wk covid lab det",3,"quantile"
"nt",2026-01-31,"0.5",7,2026-01-10,"pct wk covid lab det",3,"quantile"
"nt",2026-01-31,"0.75",9,2026-01-10,"pct wk covid lab det",3,"quantile"
"nt",2026-01-31,"0.9",11,2026-01-10,"pct wk covid lab det",3,"quantile"
"nt",2026-01-31,"0.975",15,2026-01-10,"pct wk covid lab det",3,"quantile"
"nu",2026-01-31,"0.025",0,2026-01-10,"pct wk covid lab det",3,"quantile"
"nu",2026-01-31,"0.1",0,2026-01-10,"pct wk covid lab det",3,"quantile"
"nu",2026-01-31,"0.25",0,2026-01-10,"pct wk covid lab det",3,"quantile"
"nu",2026-01-31,"0.5",3,2026-01-10,"pct wk covid lab det",3,"quantile"
"nu",2026-01-31,"0.75",5,2026-01-10,"pct wk covid lab det",3,"quantile"
"nu",2026-01-31,"0.9",7,2026-01-10,"pct wk covid lab det",3,"quantile"
"nu",2026-01-31,"0.975",11,2026-01-10,"pct wk covid lab det",3,"quantile"
"on",2026-01-31,"0.025",0,2026-01-10,"pct wk covid lab det",3,"quantile"
"on",2026-01-31,"0.1",1,2026-01-10,"pct wk covid lab det",3,"quantile"
"on",2026-01-31,"0.25",3,2026-01-10,"pct wk covid lab det",3,"quantile"
"on",2026-01-31,"0.5",5,2026-01-10,"pct wk covid lab det",3,"quantile"
"on",2026-01-31,"0.75",8,2026-01-10,"pct wk covid lab det",3,"quantile"
"on",2026-01-31,"0.9",10,2026-01-10,"pct wk covid lab det",3,"quantile"
"on",2026-01-31,"0.975",14,2026-01-10,"pct wk covid lab det",3,"quantile"
"pe",2026-01-31,"0.025",0,2026-01-10,"pct wk covid lab det",3,"quantile"
"pe",2026-01-31,"0.1",0,2026-01-10,"pct wk covid lab det",3,"quantile"
"pe",2026-01-31,"0.25",2,2026-01-10,"pct wk covid lab det",3,"quantile"
"pe",2026-01-31,"0.5",5,2026-01-10,"pct wk covid lab det",3,"quantile"
"pe",2026-01-31,"0.75",7,2026-01-10,"pct wk covid lab det",3,"quantile"
"pe",2026-01-31,"0.9",9,2026-01-10,"pct wk covid lab det",3,"quantile"
"pe",2026-01-31,"0.975",13,2026-01-10,"pct wk covid lab det",3,"quantile"
"prairies",2026-01-31,"0.025",0,2026-01-10,"pct wk covid lab det",3,"quantile"
"prairies",2026-01-31,"0.1",0,2026-01-10,"pct wk covid lab det",3,"quantile"
"prairies",2026-01-31,"0.25",2,2026-01-10,"pct wk covid lab det",3,"quantile"
"prairies",2026-01-31,"0.5",4,2026-01-10,"pct wk covid lab det",3,"quantile"
"prairies",2026-01-31,"0.75",7,2026-01-10,"pct wk covid lab det",3,"quantile"
"prairies",2026-01-31,"0.9",9,2026-01-10,"pct wk covid lab det",3,"quantile"
"prairies",2026-01-31,"0.975",13,2026-01-10,"pct wk covid lab det",3,"quantile"
"qc",2026-01-31,"0.025",0,2026-01-10,"pct wk covid lab det",3,"quantile"
"qc",2026-01-31,"0.1",1,2026-01-10,"pct wk covid lab det",3,"quantile"
"qc",2026-01-31,"0.25",3,2026-01-10,"pct wk covid lab det",3,"quantile"
"qc",2026-01-31,"0.5",6,2026-01-10,"pct wk covid lab det",3,"quantile"
"qc",2026-01-31,"0.75",8,2026-01-10,"pct wk covid lab det",3,"quantile"
"qc",2026-01-31,"0.9",10,2026-01-10,"pct wk covid lab det",3,"quantile"
"qc",2026-01-31,"0.975",14,2026-01-10,"pct wk covid lab det",3,"quantile"
"sk",2026-01-31,"0.025",0,2026-01-10,"pct wk covid lab det",3,"quantile"
"sk",2026-01-31,"0.1",0,2026-01-10,"pct wk covid lab det",3,"quantile"
"sk",2026-01-31,"0.25",3,2026-01-10,"pct wk covid lab det",3,"quantile"
"sk",2026-01-31,"0.5",5,2026-01-10,"pct wk covid lab det",3,"quantile"
"sk",2026-01-31,"0.75",7,2026-01-10,"pct wk covid lab det",3,"quantile"
"sk",2026-01-31,"0.9",10,2026-01-10,"pct wk covid lab det",3,"quantile"
"sk",2026-01-31,"0.975",13,2026-01-10,"pct wk covid lab det",3,"quantile"
"territories",2026-01-31,"0.025",0,2026-01-10,"pct wk covid lab det",3,"quantile"
"territories",2026-01-31,"0.1",0,2026-01-10,"pct wk covid lab det",3,"quantile"
"territories",2026-01-31,"0.25",1,2026-01-10,"pct wk covid lab det",3,"quantile"
"territories",2026-01-31,"0.5",3,2026-01-10,"pct wk covid lab det",3,"quantile"
"territories",2026-01-31,"0.75",6,2026-01-10,"pct wk covid lab det",3,"quantile"
"territories",2026-01-31,"0.9",8,2026-01-10,"pct wk covid lab det",3,"quantile"
"territories",2026-01-31,"0.975",12,2026-01-10,"pct wk covid lab det",3,"quantile"
"yt",2026-01-31,"0.025",0,2026-01-10,"pct wk covid lab det",3,"quantile"
"yt",2026-01-31,"0.1",0,2026-01-10,"pct wk covid lab det",3,"quantile"
"yt",2026-01-31,"0.25",0,2026-01-10,"pct wk covid lab det",3,"quantile"
"yt",2026-01-31,"0.5",0,2026-01-10,"pct wk covid lab det",3,"quantile"
"yt",2026-01-31,"0.75",2,2026-01-10,"pct wk covid lab det",3,"quantile"
"yt",2026-01-31,"0.9",5,2026-01-10,"pct wk covid lab det",3,"quantile"
"yt",2026-01-31,"0.975",9,2026-01-10,"pct wk covid lab det",3,"quantile"
"ab",2026-01-10,"0.025",4,2026-01-10,"pct wk rsv lab det",0,"quantile"
"ab",2026-01-10,"0.1",4,2026-01-10,"pct wk rsv lab det",0,"quantile"
"ab",2026-01-10,"0.25",4,2026-01-10,"pct wk rsv lab det",0,"quantile"
"ab",2026-01-10,"0.5",4,2026-01-10,"pct wk rsv lab det",0,"quantile"
"ab",2026-01-10,"0.75",5,2026-01-10,"pct wk rsv lab det",0,"quantile"
"ab",2026-01-10,"0.9",5,2026-01-10,"pct wk rsv lab det",0,"quantile"
"ab",2026-01-10,"0.975",5,2026-01-10,"pct wk rsv lab det",0,"quantile"
"atlantic",2026-01-10,"0.025",2,2026-01-10,"pct wk rsv lab det",0,"quantile"
"atlantic",2026-01-10,"0.1",2,2026-01-10,"pct wk rsv lab det",0,"quantile"
"atlantic",2026-01-10,"0.25",2,2026-01-10,"pct wk rsv lab det",0,"quantile"
"atlantic",2026-01-10,"0.5",2,2026-01-10,"pct wk rsv lab det",0,"quantile"
"atlantic",2026-01-10,"0.75",3,2026-01-10,"pct wk rsv lab det",0,"quantile"
"atlantic",2026-01-10,"0.9",3,2026-01-10,"pct wk rsv lab det",0,"quantile"
"atlantic",2026-01-10,"0.975",3,2026-01-10,"pct wk rsv lab det",0,"quantile"
"bc",2026-01-10,"0.025",4,2026-01-10,"pct wk rsv lab det",0,"quantile"
"bc",2026-01-10,"0.1",4,2026-01-10,"pct wk rsv lab det",0,"quantile"
"bc",2026-01-10,"0.25",4,2026-01-10,"pct wk rsv lab det",0,"quantile"
"bc",2026-01-10,"0.5",5,2026-01-10,"pct wk rsv lab det",0,"quantile"
"bc",2026-01-10,"0.75",5,2026-01-10,"pct wk rsv lab det",0,"quantile"
"bc",2026-01-10,"0.9",5,2026-01-10,"pct wk rsv lab det",0,"quantile"
"bc",2026-01-10,"0.975",5,2026-01-10,"pct wk rsv lab det",0,"quantile"
"ca",2026-01-10,"0.025",3,2026-01-10,"pct wk rsv lab det",0,"quantile"
"ca",2026-01-10,"0.1",3,2026-01-10,"pct wk rsv lab det",0,"quantile"
"ca",2026-01-10,"0.25",3,2026-01-10,"pct wk rsv lab det",0,"quantile"
"ca",2026-01-10,"0.5",3,2026-01-10,"pct wk rsv lab det",0,"quantile"
"ca",2026-01-10,"0.75",4,2026-01-10,"pct wk rsv lab det",0,"quantile"
"ca",2026-01-10,"0.9",4,2026-01-10,"pct wk rsv lab det",0,"quantile"
"ca",2026-01-10,"0.975",4,2026-01-10,"pct wk rsv lab det",0,"quantile"
"mb",2026-01-10,"0.025",1,2026-01-10,"pct wk rsv lab det",0,"quantile"
"mb",2026-01-10,"0.1",1,2026-01-10,"pct wk rsv lab det",0,"quantile"
"mb",2026-01-10,"0.25",1,2026-01-10,"pct wk rsv lab det",0,"quantile"
"mb",2026-01-10,"0.5",1,2026-01-10,"pct wk rsv lab det",0,"quantile"
"mb",2026-01-10,"0.75",2,2026-01-10,"pct wk rsv lab det",0,"quantile"
"mb",2026-01-10,"0.9",2,2026-01-10,"pct wk rsv lab det",0,"quantile"
"mb",2026-01-10,"0.975",2,2026-01-10,"pct wk rsv lab det",0,"quantile"
"nb",2026-01-10,"0.025",1,2026-01-10,"pct wk rsv lab det",0,"quantile"
"nb",2026-01-10,"0.1",1,2026-01-10,"pct wk rsv lab det",0,"quantile"
"nb",2026-01-10,"0.25",1,2026-01-10,"pct wk rsv lab det",0,"quantile"
"nb",2026-01-10,"0.5",2,2026-01-10,"pct wk rsv lab det",0,"quantile"
"nb",2026-01-10,"0.75",2,2026-01-10,"pct wk rsv lab det",0,"quantile"
"nb",2026-01-10,"0.9",2,2026-01-10,"pct wk rsv lab det",0,"quantile"
"nb",2026-01-10,"0.975",2,2026-01-10,"pct wk rsv lab det",0,"quantile"
"nl",2026-01-10,"0.025",0,2026-01-10,"pct wk rsv lab det",0,"quantile"
"nl",2026-01-10,"0.1",0,2026-01-10,"pct wk rsv lab det",0,"quantile"
"nl",2026-01-10,"0.25",0,2026-01-10,"pct wk rsv lab det",0,"quantile"
"nl",2026-01-10,"0.5",1,2026-01-10,"pct wk rsv lab det",0,"quantile"
"nl",2026-01-10,"0.75",1,2026-01-10,"pct wk rsv lab det",0,"quantile"
"nl",2026-01-10,"0.9",1,2026-01-10,"pct wk rsv lab det",0,"quantile"
"nl",2026-01-10,"0.975",1,2026-01-10,"pct wk rsv lab det",0,"quantile"
"ns",2026-01-10,"0.025",3,2026-01-10,"pct wk rsv lab det",0,"quantile"
"ns",2026-01-10,"0.1",3,2026-01-10,"pct wk rsv lab det",0,"quantile"
"ns",2026-01-10,"0.25",3,2026-01-10,"pct wk rsv lab det",0,"quantile"
"ns",2026-01-10,"0.5",3,2026-01-10,"pct wk rsv lab det",0,"quantile"
"ns",2026-01-10,"0.75",4,2026-01-10,"pct wk rsv lab det",0,"quantile"
"ns",2026-01-10,"0.9",4,2026-01-10,"pct wk rsv lab det",0,"quantile"
"ns",2026-01-10,"0.975",4,2026-01-10,"pct wk rsv lab det",0,"quantile"
"nt",2026-01-10,"0.025",3,2026-01-10,"pct wk rsv lab det",0,"quantile"
"nt",2026-01-10,"0.1",3,2026-01-10,"pct wk rsv lab det",0,"quantile"
"nt",2026-01-10,"0.25",3,2026-01-10,"pct wk rsv lab det",0,"quantile"
"nt",2026-01-10,"0.5",3,2026-01-10,"pct wk rsv lab det",0,"quantile"
"nt",2026-01-10,"0.75",4,2026-01-10,"pct wk rsv lab det",0,"quantile"
"nt",2026-01-10,"0.9",4,2026-01-10,"pct wk rsv lab det",0,"quantile"
"nt",2026-01-10,"0.975",4,2026-01-10,"pct wk rsv lab det",0,"quantile"
"nu",2026-01-10,"0.025",0,2026-01-10,"pct wk rsv lab det",0,"quantile"
"nu",2026-01-10,"0.1",0,2026-01-10,"pct wk rsv lab det",0,"quantile"
"nu",2026-01-10,"0.25",0,2026-01-10,"pct wk rsv lab det",0,"quantile"
"nu",2026-01-10,"0.5",0,2026-01-10,"pct wk rsv lab det",0,"quantile"
"nu",2026-01-10,"0.75",0,2026-01-10,"pct wk rsv lab det",0,"quantile"
"nu",2026-01-10,"0.9",0,2026-01-10,"pct wk rsv lab det",0,"quantile"
"nu",2026-01-10,"0.975",0,2026-01-10,"pct wk rsv lab det",0,"quantile"
"on",2026-01-10,"0.025",3,2026-01-10,"pct wk rsv lab det",0,"quantile"
"on",2026-01-10,"0.1",3,2026-01-10,"pct wk rsv lab det",0,"quantile"
"on",2026-01-10,"0.25",3,2026-01-10,"pct wk rsv lab det",0,"quantile"
"on",2026-01-10,"0.5",4,2026-01-10,"pct wk rsv lab det",0,"quantile"
"on",2026-01-10,"0.75",4,2026-01-10,"pct wk rsv lab det",0,"quantile"
"on",2026-01-10,"0.9",4,2026-01-10,"pct wk rsv lab det",0,"quantile"
"on",2026-01-10,"0.975",4,2026-01-10,"pct wk rsv lab det",0,"quantile"
"pe",2026-01-10,"0.025",0,2026-01-10,"pct wk rsv lab det",0,"quantile"
"pe",2026-01-10,"0.1",0,2026-01-10,"pct wk rsv lab det",0,"quantile"
"pe",2026-01-10,"0.25",0,2026-01-10,"pct wk rsv lab det",0,"quantile"
"pe",2026-01-10,"0.5",1,2026-01-10,"pct wk rsv lab det",0,"quantile"
"pe",2026-01-10,"0.75",1,2026-01-10,"pct wk rsv lab det",0,"quantile"
"pe",2026-01-10,"0.9",1,2026-01-10,"pct wk rsv lab det",0,"quantile"
"pe",2026-01-10,"0.975",1,2026-01-10,"pct wk rsv lab det",0,"quantile"
"prairies",2026-01-10,"0.025",3,2026-01-10,"pct wk rsv lab det",0,"quantile"
"prairies",2026-01-10,"0.1",3,2026-01-10,"pct wk rsv lab det",0,"quantile"
"prairies",2026-01-10,"0.25",3,2026-01-10,"pct wk rsv lab det",0,"quantile"
"prairies",2026-01-10,"0.5",4,2026-01-10,"pct wk rsv lab det",0,"quantile"
"prairies",2026-01-10,"0.75",4,2026-01-10,"pct wk rsv lab det",0,"quantile"
"prairies",2026-01-10,"0.9",4,2026-01-10,"pct wk rsv lab det",0,"quantile"
"prairies",2026-01-10,"0.975",4,2026-01-10,"pct wk rsv lab det",0,"quantile"
"qc",2026-01-10,"0.025",2,2026-01-10,"pct wk rsv lab det",0,"quantile"
"qc",2026-01-10,"0.1",2,2026-01-10,"pct wk rsv lab det",0,"quantile"
"qc",2026-01-10,"0.25",2,2026-01-10,"pct wk rsv lab det",0,"quantile"
"qc",2026-01-10,"0.5",3,2026-01-10,"pct wk rsv lab det",0,"quantile"
"qc",2026-01-10,"0.75",3,2026-01-10,"pct wk rsv lab det",0,"quantile"
"qc",2026-01-10,"0.9",3,2026-01-10,"pct wk rsv lab det",0,"quantile"
"qc",2026-01-10,"0.975",3,2026-01-10,"pct wk rsv lab det",0,"quantile"
"sk",2026-01-10,"0.025",4,2026-01-10,"pct wk rsv lab det",0,"quantile"
"sk",2026-01-10,"0.1",4,2026-01-10,"pct wk rsv lab det",0,"quantile"
"sk",2026-01-10,"0.25",4,2026-01-10,"pct wk rsv lab det",0,"quantile"
"sk",2026-01-10,"0.5",5,2026-01-10,"pct wk rsv lab det",0,"quantile"
"sk",2026-01-10,"0.75",5,2026-01-10,"pct wk rsv lab det",0,"quantile"
"sk",2026-01-10,"0.9",5,2026-01-10,"pct wk rsv lab det",0,"quantile"
"sk",2026-01-10,"0.975",5,2026-01-10,"pct wk rsv lab det",0,"quantile"
"territories",2026-01-10,"0.025",0,2026-01-10,"pct wk rsv lab det",0,"quantile"
"territories",2026-01-10,"0.1",0,2026-01-10,"pct wk rsv lab det",0,"quantile"
"territories",2026-01-10,"0.25",0,2026-01-10,"pct wk rsv lab det",0,"quantile"
"territories",2026-01-10,"0.5",1,2026-01-10,"pct wk rsv lab det",0,"quantile"
"territories",2026-01-10,"0.75",1,2026-01-10,"pct wk rsv lab det",0,"quantile"
"territories",2026-01-10,"0.9",1,2026-01-10,"pct wk rsv lab det",0,"quantile"
"territories",2026-01-10,"0.975",1,2026-01-10,"pct wk rsv lab det",0,"quantile"
"yt",2026-01-10,"0.025",0,2026-01-10,"pct wk rsv lab det",0,"quantile"
"yt",2026-01-10,"0.1",0,2026-01-10,"pct wk rsv lab det",0,"quantile"
"yt",2026-01-10,"0.25",0,2026-01-10,"pct wk rsv lab det",0,"quantile"
"yt",2026-01-10,"0.5",0,2026-01-10,"pct wk rsv lab det",0,"quantile"
"yt",2026-01-10,"0.75",0,2026-01-10,"pct wk rsv lab det",0,"quantile"
"yt",2026-01-10,"0.9",0,2026-01-10,"pct wk rsv lab det",0,"quantile"
"yt",2026-01-10,"0.975",0,2026-01-10,"pct wk rsv lab det",0,"quantile"
"ab",2026-01-17,"0.025",0,2026-01-10,"pct wk rsv lab det",1,"quantile"
"ab",2026-01-17,"0.1",2,2026-01-10,"pct wk rsv lab det",1,"quantile"
"ab",2026-01-17,"0.25",3,2026-01-10,"pct wk rsv lab det",1,"quantile"
"ab",2026-01-17,"0.5",4,2026-01-10,"pct wk rsv lab det",1,"quantile"
"ab",2026-01-17,"0.75",5,2026-01-10,"pct wk rsv lab det",1,"quantile"
"ab",2026-01-17,"0.9",6,2026-01-10,"pct wk rsv lab det",1,"quantile"
"ab",2026-01-17,"0.975",9,2026-01-10,"pct wk rsv lab det",1,"quantile"
"atlantic",2026-01-17,"0.025",0,2026-01-10,"pct wk rsv lab det",1,"quantile"
"atlantic",2026-01-17,"0.1",1,2026-01-10,"pct wk rsv lab det",1,"quantile"
"atlantic",2026-01-17,"0.25",2,2026-01-10,"pct wk rsv lab det",1,"quantile"
"atlantic",2026-01-17,"0.5",2,2026-01-10,"pct wk rsv lab det",1,"quantile"
"atlantic",2026-01-17,"0.75",3,2026-01-10,"pct wk rsv lab det",1,"quantile"
"atlantic",2026-01-17,"0.9",4,2026-01-10,"pct wk rsv lab det",1,"quantile"
"atlantic",2026-01-17,"0.975",7,2026-01-10,"pct wk rsv lab det",1,"quantile"
"bc",2026-01-17,"0.025",0,2026-01-10,"pct wk rsv lab det",1,"quantile"
"bc",2026-01-17,"0.1",3,2026-01-10,"pct wk rsv lab det",1,"quantile"
"bc",2026-01-17,"0.25",4,2026-01-10,"pct wk rsv lab det",1,"quantile"
"bc",2026-01-17,"0.5",5,2026-01-10,"pct wk rsv lab det",1,"quantile"
"bc",2026-01-17,"0.75",5,2026-01-10,"pct wk rsv lab det",1,"quantile"
"bc",2026-01-17,"0.9",6,2026-01-10,"pct wk rsv lab det",1,"quantile"
"bc",2026-01-17,"0.975",10,2026-01-10,"pct wk rsv lab det",1,"quantile"
"ca",2026-01-17,"0.025",0,2026-01-10,"pct wk rsv lab det",1,"quantile"
"ca",2026-01-17,"0.1",2,2026-01-10,"pct wk rsv lab det",1,"quantile"
"ca",2026-01-17,"0.25",3,2026-01-10,"pct wk rsv lab det",1,"quantile"
"ca",2026-01-17,"0.5",3,2026-01-10,"pct wk rsv lab det",1,"quantile"
"ca",2026-01-17,"0.75",4,2026-01-10,"pct wk rsv lab det",1,"quantile"
"ca",2026-01-17,"0.9",5,2026-01-10,"pct wk rsv lab det",1,"quantile"
"ca",2026-01-17,"0.975",8,2026-01-10,"pct wk rsv lab det",1,"quantile"
"mb",2026-01-17,"0.025",0,2026-01-10,"pct wk rsv lab det",1,"quantile"
"mb",2026-01-17,"0.1",0,2026-01-10,"pct wk rsv lab det",1,"quantile"
"mb",2026-01-17,"0.25",0,2026-01-10,"pct wk rsv lab det",1,"quantile"
"mb",2026-01-17,"0.5",1,2026-01-10,"pct wk rsv lab det",1,"quantile"
